,Magnitude,Repute,Summary
Rs143383(T;T),1.8,Bad,"1.3x increased risk for osteoarthritis"
Rs143383(C;C),0,Good,"normal risk for osteoarthritis"
Rs143383(C;T),1.2,Bad,"1.1x increased risk for osteoarthritis"
Rs1800454(A;G),1.3,,carrier
Rs2200733(T;T),3,Bad,"1.5x increased risk of Atrial Fibrillation and ischemic stroke."
Rs2200733(C;T),3,Bad,"1.4x increased risk of Atrial Fibrillation and ischemic stroke."
Rs1804495(G;T),0.1,,
Rs2231142(A;A),3.5,Bad,"causes gout"
Rs8177374(C;C),0,Bad,"very common, but it seems better to have the minor allele which is protective against several diseases"
Rs8177374(T;T),3.5,Good,"resistance to several diseases"
Rs11614913(C;C),2,Bad,"Somewhat increased risk of various types of cancer"
Rs2910164(C;C),2.5,Bad,"higher cancer risk ? (ambiguous flip)"
Rs2910164(G;G),0,Good,normal
Rs8177400(G;G),0,Good,"common in complete genomics"
Rs8177400(A;A),3,,
Rs6152(G;G),0.5,,"able to go bald"
Rs6152(A;G),2,,"Increased risk of baldness"
Rs6152(A;A),4,Good,"won't go bald"
I3003137(A;A),4,Bad,"Sickle Cell Anemia"
I3003137(A;T),3.5,Bad,"Sickle Cell Anemia carrier; malaria resistance"
I3003137(T;T),0,Good,normal
Rs17580(A;T),2.3,Bad,"Carrier of one PiS variant; slight chance of Alpha-1 Antitrypsin Deficiency"
Rs28929474(A;G),3,Bad,"Carrier for Alpha-1 Antitrypsin Deficiency"
Rs4986893(A;G),2,,"carrier of a CYP2C19*3 allele, a ""slow metabolizer"" allele"
Rs28399504(A;G),2,,"carrier of a CYP2C19*4 allele, considered a ""slow metabolizer"" variant"
Rs41291556(C;C),3,,"CYP2C19*8 homozygote"
Rs41291556(C;T),2,,"carrier of one CYP2C19*8 allele, considered a ""slow metabolizer"""
Rs1805010(A;A),0,Good,"common in clinvar"
Rs72559710(G;G),0,,normal
Rs28939703(T;T),0,,
Rs28939691(G;G),0,,
Rs28939669(G;G),0,,
Rs28939368(A;A),0,,
Rs28939095(G;G),0,,
Rs28939090(C;C),0,,
Rs28938471(G;G),0,,
Rs28937323(G;G),0,,
Rs28936411(G;G),0,,
Rs28936400(T;T),0,,
Rs28936386(T;T),0,,
Rs28936380(C;C),0,Good,"common in clinvar"
Rs28934903(A;A),0,,
Rs28934883(G;G),0,,
Rs28933978(C;C),0,,
Rs28933968(A;A),0,,
Rs28933097(C;C),0,,
Rs28933075(C;C),0,,
Rs28933073(C;C),0,,
Rs28932768(G;G),0,,
Rs28930073(G;G),0,,
Rs28929499(G;G),0,,
Rs28929472(A;A),0,,
Rs28928887(G;G),0,Good,"common in complete genomics"
Rs28942068(C;G),2,,
Rs28939716(C;G),2,,
Rs35742686(A;A),0,Good,normal
Rs57081121(G;G),0,,"not a CYP2C19*3 carrier"
Rs28940305(T;T),0,Good,"common in complete genomics"
Rs55964869(C;C),0,Good,"common in complete genomics"
Rs8176750(C;C),0,Good,"common in complete genomics"
Rs17334242(A;A),0,,
Rs2280090(C;C),0,,
Rs17859515(G;G),0,,
Rs332(TTT;TTT),0,Good,"normal form"
Rs34210653(C;C),0,Good,"normal risk"
Rs28935201(G;G),0,,
Rs28935204(G;G),0,,
Rs28935209(A;A),0,,
Rs28935211(A;A),0,,
Rs28935216(G;G),0,,
Rs28937271(G;G),0,,
Rs28937278(C;C),0,,
Rs28937291(C;C),0,,
Rs28937299(T;T),0,,
Rs28937300(C;C),0,,
Rs28937301(A;A),0,,
Rs28937302(G;G),0,,
Rs17857727(G;G),0,,
Rs35908728(C;C),0,,
Rs1143679(G;G),0,Good,normal
Rs17856511(A;A),0,,
Rs33949390(G;G),0,Good,normal
Rs2870983(G;G),0,,
Rs4894(A;A),0,,normal
Rs16859834(C;C),0,,
Rs8052394(A;A),0,,
Rs1800422(G;G),0,,
Rs17882687(A;A),0,Good,normal
Rs55640102(A;A),0,Good,normal
Rs55752064(T;T),0,Good,normal
Rs58973490(G;G),0,Good,normal
Rs72552267(G;G),0,Good,normal
Rs56165452(T;T),0,Good,normal
Rs67807361(C;C),0,Good,normal
Rs72558190(C;C),0,Good,normal
Rs55897648(G;G),0,Good,normal
Rs2032618(G;G),0,,
Rs3212291(C;C),0,,
Rs3211371(C;C),0,Good,"common in complete genomics"
Rs45614732(C;C),0,,
Rs34693726(C;C),0,Good,"common in complete genomics"
Rs34230288(G;G),0,Good,"common on affy axiom data"
Rs1800561(C;C),0,Good,"common in complete genomics"
Rs35142681(C;C),0,Good,"common in complete genomics"
Rs3765187(C;C),0,,
Rs7418956(C;C),0,,
Rs11083750(C;C),0,Good,"common in complete genomics"
Rs1135728(G;G),0,Good,"common in complete genomics"
Rs11557488(G;G),0,Good,"common in clinvar"
Rs12329790(T;T),0,,
Rs13336129(A;A),0,,
Rs28939095(C;G),2,,
Rs28939095(C;C),3,,
Rs28929472(A;T),2,,
Rs28929472(T;T),3,,
Rs28932768(C;G),2,,
Rs28932768(C;C),3,,
Rs28933073(C;G),2,,
Rs28933073(G;G),3,,
Rs28936386(A;T),2,,
Rs28936386(A;A),3,,
Rs28937899(C;G),2,,
Rs28937899(G;G),3,,
Rs28938471(C;G),2,,
Rs28938471(C;C),3,,
Rs165688(G;G),0,,
Rs17015215(G;G),0,,
Rs17241062(C;C),0,,
Rs17241090(C;C),0,,
Rs17407754(G;G),0,,
Rs17513769(T;T),0,,
Rs17845454(A;A),0,,
Rs17847042(A;A),0,,
Rs17851360(A;A),0,,
Rs17855902(C;C),0,,
Rs17856968(A;A),0,,
Rs17858963(G;G),0,,
Rs17860404(G;G),0,,
Rs17876142(C;C),0,,
Rs2228325(C;C),2.1,,"better performing muscles"
Rs2734830(G;G),0,,
Rs2870984(C;C),0,,
Rs28928869(A;A),0,Good,"common in complete genomics"
Rs28928888(T;T),0,Good,"common in complete genomics"
Rs28929475(G;G),0,,
Rs28929477(G;G),0,,
Rs28929481(A;A),0,,
Rs28929482(T;T),0,,
Rs28929490(A;A),0,,
Rs28929492(C;C),0,,
Rs28929493(C;C),0,,
Rs28929494(G;G),0,,
Rs28929496(G;G),0,,
Rs28929501(G;G),0,,
Rs28930070(G;G),0,,
Rs28930071(T;T),0,,
Rs28930075(A;A),0,,
Rs28930970(G;G),0,,
Rs28930971(C;C),0,,
Rs17856195(C;C),0,,
Rs28930973(C;C),0,,
Rs28930977(C;C),0,,
Rs28931571(G;G),0,,
Rs28931587(G;G),0,,
Rs28933069(G;G),0,,
Rs28933070(G;G),0,,
Rs28933071(G;G),0,,
Rs28933078(A;A),0,Good,"common in complete genomics"
Rs28933085(A;A),0,,
Rs28933099(G;G),0,,
Rs28934896(A;A),0,,
Rs28933992(G;G),0,,
Rs28933995(T;T),0,,
Rs28933996(C;C),0,,
Rs28933998(C;C),0,,
Rs28934000(C;C),0,,
Rs28934004(G;G),0,,
Rs28934005(C;C),0,,
Rs28934271(G;G),0,,
Rs28934868(G;G),0,,
Rs28934870(A;A),0,,
Rs28934276(T;T),0,,
Rs28934869(C;C),0,,
Rs28934879(G;G),0,,
Rs28934871(C;C),0,,
Rs28934881(A;A),0,,
Rs28934884(T;T),0,,
Rs28933999(G;G),0,,
Rs28933380(T;T),0,Good,
Rs28933393(C;C),0,,
Rs28933980(G;G),0,,
Rs28933982(C;C),0,,
Rs28933983(T;T),0,,
Rs28933404(G;G),0,,
Rs28933686(T;T),0,Good,"common in complete genomics"
Rs28933974(G;G),0,,
Rs28934898(C;C),0,,
Rs28934900(C;C),0,,
Rs28935179(G;G),0,,
Rs28935182(C;C),0,,
Rs28935189(A;A),0,,
Rs28934901(C;C),0,,
Rs28934902(G;G),0,,
Rs28935190(G;G),0,,
Rs28935768(T;T),0,,
Rs28936074(C;C),0,,
Rs28936075(G;G),0,,
Rs28936073(G;G),0,,
Rs28936078(C;C),0,,
Rs28936372(A;A),0,,
Rs28936377(G;G),0,,
Rs28936384(G;G),0,,
Rs28936393(G;G),0,,
Rs28936398(G;G),0,,
Rs28936404(C;C),0,,
Rs28936405(C;C),0,,
Rs28936410(G;G),0,Good,"common in complete genomics"
Rs28936412(T;T),0,,
Rs28936414(G;G),0,,
Rs28937309(G;G),0,,
Rs28936972(A;A),0,,
Rs28937310(T;T),0,,
Rs28937311(A;A),0,,
Rs28937570(G;G),0,,
Rs28937888(G;G),0,Good,"common in complete genomics"
Rs28937577(A;A),0,Good,"common in complete genomics"
Rs28938470(G;G),0,,
Rs28938475(G;G),0,,
Rs28935175(G;G),0,,
Rs28939096(T;T),0,,
Rs28939384(G;G),0,,
Rs28939671(C;C),0,,
Rs28939673(G;G),0,,
Rs28939098(A;A),0,,
Rs28939674(G;G),0,,
Rs28939676(C;C),0,,
Rs28939678(T;T),0,,
Rs28939682(A;A),0,,
Rs28939686(T;T),0,,
Rs28939704(C;C),0,,
Rs28939705(A;A),0,,
Rs28939380(T;T),0,,
Rs28939706(G;G),0,,
Rs28940277(G;G),0,,
Rs28940299(C;C),0,,
Rs28940587(G;G),0,,
Rs28940873(C;C),0,,
Rs28942086(A;A),0,Good,"common in complete genomics"
Rs29001567(C;C),0,,
Rs2904551(T;T),0,,
Rs3180383(C;C),0,,
Rs45438698(G;G),0,,common
Rs45477792(C;C),0,,common
Rs460897(C;C),0,,
Rs28939100(C;C),0,,
Rs15793179(A;A),6,Good,"normal, for chickens"
Rs15793179(A;C),6,,"carrier, also a chicken"
Rs15793179(C;C),6,Bad,"deadly mutation for chickens"
Rs5219(C;T),1.5,Bad,"1.3x increased risk for type-2 diabetes"
Rs2241880(C;T),1.5,Bad,"1.4x increased risk for Crohn's disease in Caucasians"
Rs13361189(C;C),2.6,Bad,"2.6x increased risk for Crohn's disease"
Rs13361189(C;T),1.3,Bad,"1.3x increased risk for Crohn's disease"
Rs13361189(T;T),0,Good,normal
Rs4958847(A;A),2.6,Bad,"2.6x increased risk for Crohn's disease"
Rs4958847(A;G),1.3,Bad,"1.3x increased risk for Crohn's disease"
Rs4958847(G;G),0,Good,normal
Rs4474514(A;G),1.8,Bad,"3x increased testicular cancer risk for men"
Rs3732378(G;G),0,Good,"common on affy axiom data"
Rs3732378(A;A),2,Bad,"more rapid progression to full-blown AIDS and probably increased susceptibility to HIV infection"
